pivot,inflection,P-I similarity,category
pogrzebać,pogrzebaliśmy,0.4646405421242463,V;PST;1;PL;MASC;HUM
pogrzebać,pogrzebali,0.5366187269987952,V;PST;3;PL;MASC;HUM
pogrzebać,pogrzebało,0.49204655518256746,V;PST;3;SG;NEUT
pogrzebać,pogrzebał,0.5802663692059401,V;PST;3;SG;MASC
pogrzebać,pogrzebałyście,0.42438316451586733,V;PST;2;PL
pogrzebać,pogrzebałyśmy,0.47218320994261376,V;PST;1;PL
pogrzebać,pogrzebały,0.5076076113561172,V;PST;3;PL
pogrzebać,pogrzebią,0.5295224923605522,V;FUT;3;PL
pogrzebać,pogrzebiecie,0.3209018133033992,V;FUT;2;PL
pogrzebać,pogrzebiemy,0.5008320904883687,V;FUT;1;PL
pogrzebać,pogrzebiesz,0.40272798396874754,V;FUT;2;SG
pogrzebać,pogrzebię,0.5875767678510717,V;FUT;1;SG
pogrzebać,pogrzebie,0.40095382612829633,V;FUT;3;SG
poić,będą poili,0.14159633373503844,V;FUT;3;PL;MASC;HUM
poić,będą poiły,0.09479933488786463,V;FUT;3;PL
poić,będę poiła,0.03550445546708836,V;FUT;1;SG;FEM
poić,będę poił,0.10653897241585908,V;FUT;1;SG;MASC
poić,będziecie poili,0.1149739393745246,V;FUT;2;PL;MASC;HUM
poić,będziecie poiły,0.07695369267723406,V;FUT;2;PL
poić,będziemy poili,0.028631577156580823,V;FUT;1;PL;MASC;HUM
poić,będziemy poiły,-0.007461354364422412,V;FUT;1;PL
poić,będzie poiła,0.03256196833839953,V;FUT;3;SG;FEM
poić,będzie poiło,0.06502064874277003,V;FUT;3;SG;NEUT
poić,będzie poił,0.09701158473941884,V;FUT;3;SG;MASC
poić,będziesz poiła,0.028120987951216092,V;FUT;2;SG;FEM
poić,będziesz poił,0.0932025955881094,V;FUT;2;SG;MASC
poić,poicie,0.011867839501500055,V;PRS;2;PL
poić,poiłam,0.08375102932934186,V;PST;1;SG;FEM
poić,poiłaś,0.031085192860790367,V;PST;2;SG;FEM
poić,poiła,0.3261833407648703,V;PST;3;SG;FEM
poić,poiłem,0.17552190637486342,V;PST;1;SG;MASC
poić,poiłeś,0.049632119356583515,V;PST;2;SG;MASC
poić,poiliście,0.1467595628248889,V;PST;2;PL;MASC;HUM
poić,poiliśmy,0.1483197277503936,V;PST;1;PL;MASC;HUM
poić,poili,0.49894165079257413,V;PST;3;PL;MASC;HUM
poić,poiło,0.18234959588440025,V;PST;3;SG;NEUT
poić,poił,0.5557456061898031,V;PST;3;SG;MASC
poić,poiłyście,0.07567722468875926,V;PST;2;PL
poić,poiłyśmy,0.10988497527201568,V;PST;1;PL
poić,poiły,0.177104480188486,V;PST;3;PL
poić,poimy,0.41506910422602394,V;PRS;1;PL
poić,poisz,0.33769735224160424,V;PRS;2;SG
poić,poi,0.3160213335789108,V;PRS;3;SG
poić,poją,0.531989356942442,V;PRS;3;PL
poić,poję,0.3245380406338977,V;PRS;1;SG
pojawiać się,będą pojawiali,0.6991234922898528,V;FUT;3;PL;MASC;HUM
pojawiać się,będą pojawiały,0.6978552364909859,V;FUT;3;PL
pojawiać się,będę pojawiała,0.7453422191619958,V;FUT;1;SG;FEM
pojawiać się,będę pojawiał,0.7374064568844187,V;FUT;1;SG;MASC
pojawiać się,będziecie pojawiali,0.6668673514020625,V;FUT;2;PL;MASC;HUM
pojawiać się,będziecie pojawiały,0.6579765739269025,V;FUT;2;PL
pojawiać się,będziemy pojawiali,0.6823957897197573,V;FUT;1;PL;MASC;HUM
pojawiać się,będziemy pojawiały,0.6734544064408732,V;FUT;1;PL
pojawiać się,będzie pojawiała,0.7074586080900015,V;FUT;3;SG;FEM
pojawiać się,będzie pojawiało,0.6886240374800535,V;FUT;3;SG;NEUT
pojawiać się,będzie pojawiał,0.7105636080210435,V;FUT;3;SG;MASC
pojawiać się,będziesz pojawiała,0.7033581368521228,V;FUT;2;SG;FEM
pojawiać się,będziesz pojawiał,0.6985977267214791,V;FUT;2;SG;MASC
pojawiać się,pojawiacie,0.6732378588670764,V;PRS;2;PL
pojawiać się,pojawiają,0.5814109888554464,V;PRS;3;PL
pojawiać się,pojawiałam,0.6403350445555823,V;PST;1;SG;FEM
pojawiać się,pojawiałaś,0.7799897227964843,V;PST;2;SG;FEM
pojawiać się,pojawiała,0.528618271610073,V;PST;3;SG;FEM
pojawiać się,pojawiałem,0.6345722512899188,V;PST;1;SG;MASC
pojawiać się,pojawiałeś,0.7799799045139268,V;PST;2;SG;MASC
pojawiać się,pojawialiście,0.7471288377498833,V;PST;2;PL;MASC;HUM
pojawiać się,pojawialiśmy,0.7271806630353327,V;PST;1;PL;MASC;HUM
pojawiać się,pojawiali,0.49650091476682856,V;PST;3;PL;MASC;HUM
pojawiać się,pojawiało,0.5552220200532336,V;PST;3;SG;NEUT
pojawiać się,pojawiał,0.5701688418780351,V;PST;3;SG;MASC
pojawiać się,pojawiałyście,0.7021479810961239,V;PST;2;PL
pojawiać się,pojawiałyśmy,0.7591048453370354,V;PST;1;PL
pojawiać się,pojawiały,0.5815944019248963,V;PST;3;PL
pojawiać się,pojawiam,0.4920983974482145,V;PRS;1;SG
pojawiać się,pojawiamy,0.5623305188870251,V;PRS;1;PL
pojawiać się,pojawiasz,0.5745105555173387,V;PRS;2;SG
pojawiać się,pojawia,0.6086199177533625,V;PRS;3;SG
pojawić się,pojawią,0.5338390381208397,V;FUT;3;PL
pojawić się,pojawicie,0.4600732994017711,V;FUT;2;PL
pojawić się,pojawię,0.3982061338616312,V;FUT;1;SG
pojawić się,pojawiłam,0.4942123003913612,V;PST;1;SG;FEM
pojawić się,pojawiłaś,0.5297312146172234,V;PST;2;SG;FEM
pojawić się,pojawiła,0.5575370133412157,V;PST;3;SG;FEM
pojawić się,pojawiłem,0.4535660597249911,V;PST;1;SG;MASC
pojawić się,pojawiłeś,0.439121703658903,V;PST;2;SG;MASC
pojawić się,pojawiliście,0.5076367789732079,V;PST;2;PL;MASC;HUM
pojawić się,pojawiliśmy,0.46820422986801624,V;PST;1;PL;MASC;HUM
pojawić się,pojawili,0.4580906654918484,V;PST;3;PL;MASC;HUM
pojawić się,pojawiło,0.5333952558804153,V;PST;3;SG;NEUT
pojawić się,pojawił,0.5596559880032635,V;PST;3;SG;MASC
pojawić się,pojawiłyście,0.6231558436546616,V;PST;2;PL
pojawić się,pojawiłyśmy,0.5324719732109402,V;PST;1;PL
pojawić się,pojawiły,0.558965147452575,V;PST;3;PL
pojawić się,pojawimy,0.46164221641934255,V;FUT;1;PL
pojawić się,pojawisz,0.3970170228598192,V;FUT;2;SG
pojawić się,pojawi,0.5813256630977883,V;FUT;3;SG
pojmować,będą pojmowali,0.42694439961494113,V;FUT;3;PL;MASC;HUM
pojmować,będą pojmowały,0.40664951257209503,V;FUT;3;PL
pojmować,będę pojmowała,0.41844071661149984,V;FUT;1;SG;FEM
pojmować,będę pojmował,0.4169712728417,V;FUT;1;SG;MASC
pojmować,będziecie pojmowali,0.37451536791301177,V;FUT;2;PL;MASC;HUM
pojmować,będziecie pojmowały,0.34714925894758386,V;FUT;2;PL
pojmować,będziemy pojmowali,0.35071814837234117,V;FUT;1;PL;MASC;HUM
pojmować,będziemy pojmowały,0.32567523240741436,V;FUT;1;PL
pojmować,będzie pojmowała,0.36613773288863216,V;FUT;3;SG;FEM
pojmować,będzie pojmowało,0.36305083698625984,V;FUT;3;SG;NEUT
pojmować,będzie pojmował,0.37407184503235946,V;FUT;3;SG;MASC
pojmować,będziesz pojmowała,0.3575888197779863,V;FUT;2;SG;FEM
pojmować,będziesz pojmował,0.35940436670579823,V;FUT;2;SG;MASC
pojmować,pojmowałam,0.6000712373107306,V;PST;1;SG;FEM
pojmować,pojmowałaś,0.5357203439248712,V;PST;2;SG;FEM
pojmować,pojmowała,0.6072603435914811,V;PST;3;SG;FEM
pojmować,pojmowałem,0.6305675286784013,V;PST;1;SG;MASC
pojmować,pojmowałeś,0.5459941853400462,V;PST;2;SG;MASC
pojmować,pojmowaliście,0.5452554823384624,V;PST;2;PL;MASC;HUM
pojmować,pojmowaliśmy,0.5769601539164576,V;PST;1;PL;MASC;HUM
pojmować,pojmowali,0.6336724396297662,V;PST;3;PL;MASC;HUM
pojmować,pojmowało,0.5531565114190393,V;PST;3;SG;NEUT
pojmować,pojmował,0.6463247876407602,V;PST;3;SG;MASC
pojmować,pojmowałyście,0.46889588383367764,V;PST;2;PL
pojmować,pojmowałyśmy,0.5179652448637582,V;PST;1;PL
pojmować,pojmowały,0.5564439090234997,V;PST;3;PL
pojmować,pojmują,0.48842204108890475,V;PRS;3;PL
pojmować,pojmujecie,0.4889850055444951,V;PRS;2;PL
pojmować,pojmujemy,0.6231363732355691,V;PRS;1;PL
pojmować,pojmujesz,0.4756964070134617,V;PRS;2;SG
pojmować,pojmuję,0.5191549036516238,V;PRS;1;SG
pojmować,pojmuje,0.5713070173041813,V;PRS;3;SG
pokazać,pokazałam,0.6257866293744869,V;PST;1;SG;FEM
pokazać,pokazałaś,0.5251462242905208,V;PST;2;SG;FEM
pokazać,pokazała,0.6721962331464436,V;PST;3;SG;FEM
pokazać,pokazałem,0.6299025780842047,V;PST;1;SG;MASC
pokazać,pokazałeś,0.5158631066833903,V;PST;2;SG;MASC
pokazać,pokazaliście,0.5193711407221645,V;PST;2;PL;MASC;HUM
pokazać,pokazaliśmy,0.6318348900754842,V;PST;1;PL;MASC;HUM
pokazać,pokazali,0.6402293281560256,V;PST;3;PL;MASC;HUM
pokazać,pokazało,0.6046106743413107,V;PST;3;SG;NEUT
pokazać,pokazał,0.6970663595570399,V;PST;3;SG;MASC
pokazać,pokazałyście,0.5015007830924196,V;PST;2;PL
pokazać,pokazałyśmy,0.5457508189548023,V;PST;1;PL
pokazać,pokazały,0.573728097318255,V;PST;3;PL
pokazać,pokażą,0.6217845152129691,V;FUT;3;PL
pokazać,pokażecie,0.5399436258918752,V;FUT;2;PL
pokazać,pokażemy,0.6283565800364251,V;FUT;1;PL
pokazać,pokażesz,0.5385946290519547,V;FUT;2;SG
pokazać,pokażę,0.6246989528207305,V;FUT;1;SG
pokazać,pokaże,0.6884558066280264,V;FUT;3;SG
pokazywać,będą pokazywali,0.4809560157994557,V;FUT;3;PL;MASC;HUM
pokazywać,będą pokazywały,0.49652992071081314,V;FUT;3;PL
pokazywać,będę pokazywała,0.4817858718801419,V;FUT;1;SG;FEM
pokazywać,będę pokazywał,0.4641361977071057,V;FUT;1;SG;MASC
pokazywać,będziecie pokazywali,0.4247552634901728,V;FUT;2;PL;MASC;HUM
pokazywać,będziecie pokazywały,0.4299975491156096,V;FUT;2;PL
pokazywać,będziemy pokazywali,0.39679269422011565,V;FUT;1;PL;MASC;HUM
pokazywać,będziemy pokazywały,0.40144124771755785,V;FUT;1;PL
pokazywać,będzie pokazywała,0.45544972044519916,V;FUT;3;SG;FEM
pokazywać,będzie pokazywało,0.45505081769845723,V;FUT;3;SG;NEUT
pokazywać,będzie pokazywał,0.4481594599168782,V;FUT;3;SG;MASC
pokazywać,będziesz pokazywała,0.44482235700107153,V;FUT;2;SG;FEM
pokazywać,będziesz pokazywał,0.4323174958008005,V;FUT;2;SG;MASC
pokazywać,pokazują,0.5457794608611843,V;PRS;3;PL
pokazywać,pokazujecie,0.4933951232973942,V;PRS;2;PL
pokazywać,pokazujemy,0.5683346510264421,V;PRS;1;PL
pokazywać,pokazujesz,0.5152031279647326,V;PRS;2;SG
pokazywać,pokazuję,0.6000436221608916,V;PRS;1;SG
pokazywać,pokazuje,0.6002256794665844,V;PRS;3;SG
pokazywać,pokazywałam,0.4720182225860954,V;PST;1;SG;FEM
pokazywać,pokazywałaś,0.44385175432644086,V;PST;2;SG;FEM
pokazywać,pokazywała,0.6313903329092372,V;PST;3;SG;FEM
pokazywać,pokazywałem,0.5193774765567475,V;PST;1;SG;MASC
pokazywać,pokazywałeś,0.474025491493679,V;PST;2;SG;MASC
pokazywać,pokazywaliście,0.5303483509327511,V;PST;2;PL;MASC;HUM
pokazywać,pokazywaliśmy,0.534802714064325,V;PST;1;PL;MASC;HUM
pokazywać,pokazywali,0.5999544193874612,V;PST;3;PL;MASC;HUM
pokazywać,pokazywało,0.5834167085308258,V;PST;3;SG;NEUT
pokazywać,pokazywał,0.6572013275291015,V;PST;3;SG;MASC
pokazywać,pokazywałyście,0.510702414252697,V;PST;2;PL
pokazywać,pokazywałyśmy,0.5161097504716059,V;PST;1;PL
pokazywać,pokazywały,0.6355480536169403,V;PST;3;PL
pokonać,pokonacie,0.6466824788440187,V;FUT;2;PL
pokonać,pokonają,0.6707045846890302,V;FUT;3;PL
pokonać,pokonałam,0.6679189716520239,V;PST;1;SG;FEM
pokonać,pokonałaś,0.5850671758661703,V;PST;2;SG;FEM
pokonać,pokonała,0.6459273285093254,V;PST;3;SG;FEM
pokonać,pokonałem,0.6564678833215936,V;PST;1;SG;MASC
pokonać,pokonałeś,0.6220505843051184,V;PST;2;SG;MASC
pokonać,pokonaliście,0.5969128980611744,V;PST;2;PL;MASC;HUM
pokonać,pokonaliśmy,0.6469604152564864,V;PST;1;PL;MASC;HUM
pokonać,pokonali,0.6359050304715291,V;PST;3;PL;MASC;HUM
pokonać,pokonało,0.5422370161647581,V;PST;3;SG;NEUT
pokonać,pokonał,0.6771843281384854,V;PST;3;SG;MASC
pokonać,pokonałyście,0.48687415826070235,V;PST;2;PL
pokonać,pokonałyśmy,0.5607971433234891,V;PST;1;PL
pokonać,pokonały,0.6113824536781395,V;PST;3;PL
pokonać,pokonam,0.6557209804616734,V;FUT;1;SG
pokonać,pokonamy,0.6727087550037905,V;FUT;1;PL
pokonać,pokonasz,0.6800331911955643,V;FUT;2;SG
pokonać,pokona,0.6963028831890958,V;FUT;3;SG
pokrywać,będą pokrywali,0.45759424383356995,V;FUT;3;PL;MASC;HUM
pokrywać,będą pokrywały,0.4740007545849847,V;FUT;3;PL
pokrywać,będę pokrywała,0.441664953921139,V;FUT;1;SG;FEM
pokrywać,będę pokrywał,0.447102463051924,V;FUT;1;SG;MASC
pokrywać,będziecie pokrywali,0.3900324315713041,V;FUT;2;PL;MASC;HUM
pokrywać,będziecie pokrywały,0.4048994419023646,V;FUT;2;PL
pokrywać,będziemy pokrywali,0.37364259000740185,V;FUT;1;PL;MASC;HUM
pokrywać,będziemy pokrywały,0.38726120960913335,V;FUT;1;PL
pokrywać,będzie pokrywała,0.42249560659026875,V;FUT;3;SG;FEM
pokrywać,będzie pokrywało,0.43243405913062316,V;FUT;3;SG;NEUT
pokrywać,będzie pokrywał,0.43471859400442137,V;FUT;3;SG;MASC
pokrywać,będziesz pokrywała,0.41447834819461393,V;FUT;2;SG;FEM
pokrywać,będziesz pokrywał,0.42192821980656003,V;FUT;2;SG;MASC
pokrywać,pokrywacie,0.5287593690328483,V;PRS;2;PL
pokrywać,pokrywają,0.6880685178660659,V;PRS;3;PL
pokrywać,pokrywałam,0.5565560796134776,V;PST;1;SG;FEM
pokrywać,pokrywałaś,0.5055730650638425,V;PST;2;SG;FEM
pokrywać,pokrywała,0.6191592900730999,V;PST;3;SG;FEM
pokrywać,pokrywałem,0.5205741952034016,V;PST;1;SG;MASC
pokrywać,pokrywałeś,0.47873467264467573,V;PST;2;SG;MASC
pokrywać,pokrywaliście,0.4826263514922515,V;PST;2;PL;MASC;HUM
pokrywać,pokrywaliśmy,0.5076430747221563,V;PST;1;PL;MASC;HUM
pokrywać,pokrywali,0.570137227983114,V;PST;3;PL;MASC;HUM
pokrywać,pokrywało,0.5808019026856585,V;PST;3;SG;NEUT
pokrywać,pokrywał,0.6495945829064905,V;PST;3;SG;MASC
pokrywać,pokrywałyście,0.47038578902868733,V;PST;2;PL
pokrywać,pokrywałyśmy,0.5010572671379269,V;PST;1;PL
pokrywać,pokrywały,0.6555802313241894,V;PST;3;PL
pokrywać,pokrywam,0.5285397974001,V;PRS;1;SG
pokrywać,pokrywamy,0.5633852038369699,V;PRS;1;PL
pokrywać,pokrywasz,0.540467594317534,V;PRS;2;SG
pokrywać,pokrywa,0.6703983620295514,V;PRS;3;SG
połączyć,połączą,0.6390644171425199,V;FUT;3;PL
połączyć,połączę,0.6209763038346722,V;FUT;1;SG
połączyć,połączycie,0.6349436603895112,V;FUT;2;PL
połączyć,połączyłam,0.5961052201661728,V;PST;1;SG;FEM
połączyć,połączyłaś,0.5152664381490705,V;PST;2;SG;FEM
połączyć,połączyła,0.5987628205148596,V;PST;3;SG;FEM
połączyć,połączyłem,0.6398305019503443,V;PST;1;SG;MASC
połączyć,połączyłeś,0.5416856728838568,V;PST;2;SG;MASC
połączyć,połączyliście,0.530000608868448,V;PST;2;PL;MASC;HUM
połączyć,połączyliśmy,0.5841543191440904,V;PST;1;PL;MASC;HUM
połączyć,połączyli,0.6323075554429977,V;PST;3;PL;MASC;HUM
połączyć,połączyło,0.6274523437498272,V;PST;3;SG;NEUT
połączyć,połączył,0.6770308512465272,V;PST;3;SG;MASC
połączyć,połączyłyście,0.5157841899821922,V;PST;2;PL
połączyć,połączyłyśmy,0.5556671817228608,V;PST;1;PL
połączyć,połączyły,0.6266212328739119,V;PST;3;PL
połączyć,połączymy,0.670050056790683,V;FUT;1;PL
połączyć,połączysz,0.6386190664601702,V;FUT;2;SG
połączyć,połączy,0.6906066078305371,V;FUT;3;SG
polecać,będą polecali,0.4016644404637466,V;FUT;3;PL;MASC;HUM
polecać,będą polecały,0.4019008810067086,V;FUT;3;PL
polecać,będę polecała,0.4265948150617219,V;FUT;1;SG;FEM
polecać,będę polecał,0.4049596552118926,V;FUT;1;SG;MASC
polecać,będziecie polecali,0.3357686418663861,V;FUT;2;PL;MASC;HUM
polecać,będziecie polecały,0.3309172060039123,V;FUT;2;PL
polecać,będziemy polecali,0.34167849179538323,V;FUT;1;PL;MASC;HUM
polecać,będziemy polecały,0.3382641591042048,V;FUT;1;PL
polecać,będzie polecała,0.35317739414833604,V;FUT;3;SG;FEM
polecać,będzie polecało,0.35338766264391896,V;FUT;3;SG;NEUT
polecać,będzie polecał,0.33822556422617156,V;FUT;3;SG;MASC
polecać,będziesz polecała,0.3600128306851841,V;FUT;2;SG;FEM
polecać,będziesz polecał,0.34405823958117476,V;FUT;2;SG;MASC
polecać,polecacie,0.39504495949720286,V;PRS;2;PL
polecać,polecają,0.5778376113405909,V;PRS;3;PL
polecać,polecałam,0.5732545309046264,V;PST;1;SG;FEM
polecać,polecałaś,0.45498963512820545,V;PST;2;SG;FEM
polecać,polecała,0.6111874664018195,V;PST;3;SG;FEM
polecać,polecałem,0.5423831932926737,V;PST;1;SG;MASC
polecać,polecałeś,0.44599478082447397,V;PST;2;SG;MASC
polecać,polecaliście,0.4705680252535247,V;PST;2;PL;MASC;HUM
polecać,polecaliśmy,0.5023140520654815,V;PST;1;PL;MASC;HUM
polecać,polecali,0.5912519834006981,V;PST;3;PL;MASC;HUM
polecać,polecało,0.5452461195127559,V;PST;3;SG;NEUT
polecać,polecał,0.6107659800947673,V;PST;3;SG;MASC
polecać,polecałyście,0.4371793344314705,V;PST;2;PL
polecać,polecałyśmy,0.4549699581292982,V;PST;1;PL
polecać,polecały,0.5376936344524137,V;PST;3;PL
polecać,polecam,0.596451379294812,V;PRS;1;SG
polecać,polecamy,0.5174794138125323,V;PRS;1;PL
polecać,polecasz,0.47988778454508285,V;PRS;2;SG
polecać,poleca,0.5567303644600904,V;PRS;3;SG
połknąć,połknąłem,0.6075133356717382,V;PST;1;SG;MASC
połknąć,połknąłeś,0.5345622548297051,V;PST;2;SG;MASC
połknąć,połknął,0.6230184021612035,V;PST;3;SG;MASC
połknąć,połkną,0.7234213918865268,V;FUT;3;PL
połknąć,połknęłam,0.5851306754672376,V;PST;1;SG;FEM
połknąć,połknęłaś,0.5111376496545057,V;PST;2;SG;FEM
połknąć,połknęła,0.6292561538735134,V;PST;3;SG;FEM
połknąć,połknęliście,0.5194543216044168,V;PST;2;PL;MASC;HUM
połknąć,połknęliśmy,0.5414201681556242,V;PST;1;PL;MASC;HUM
połknąć,połknęli,0.5379217110225873,V;PST;3;PL;MASC;HUM
połknąć,połknęło,0.6589945531672481,V;PST;3;SG;NEUT
połknąć,połknęłyście,0.5174991470779787,V;PST;2;PL
połknąć,połknęłyśmy,0.5179232210632152,V;PST;1;PL
połknąć,połknęły,0.568568197073864,V;PST;3;PL
połknąć,połknę,0.6932010005571413,V;FUT;1;SG
połknąć,połkniecie,0.5621375824023236,V;FUT;2;PL
połknąć,połkniemy,0.6124630061339204,V;FUT;1;PL
połknąć,połkniesz,0.6143182324956499,V;FUT;2;SG
połknąć,połknie,0.6913361869229807,V;FUT;3;SG
polować,będą polowali,0.37725859831798547,V;FUT;3;PL;MASC;HUM
polować,będą polowały,0.402982199927995,V;FUT;3;PL
polować,będę polowała,0.3836133828104771,V;FUT;1;SG;FEM
polować,będę polował,0.39311448399465787,V;FUT;1;SG;MASC
polować,będziecie polowali,0.3342618725058504,V;FUT;2;PL;MASC;HUM
polować,będziecie polowały,0.34924493447832816,V;FUT;2;PL
polować,będziemy polowali,0.32765983385111197,V;FUT;1;PL;MASC;HUM
polować,będziemy polowały,0.3442087307323044,V;FUT;1;PL
polować,będzie polowała,0.36139767921131216,V;FUT;3;SG;FEM
polować,będzie polowało,0.3567794230733221,V;FUT;3;SG;NEUT
polować,będzie polował,0.3784972370597992,V;FUT;3;SG;MASC
polować,będziesz polowała,0.3718378951840171,V;FUT;2;SG;FEM
polować,będziesz polował,0.38442037611369606,V;FUT;2;SG;MASC
polować,polowałam,0.48348330454857136,V;PST;1;SG;FEM
polować,polowałaś,0.44658809582877323,V;PST;2;SG;FEM
polować,polowała,0.6050358064156187,V;PST;3;SG;FEM
polować,polowałem,0.5171941492495243,V;PST;1;SG;MASC
polować,polowałeś,0.4174256113813838,V;PST;2;SG;MASC
polować,polowaliście,0.41038313753096856,V;PST;2;PL;MASC;HUM
polować,polowaliśmy,0.4553040255093961,V;PST;1;PL;MASC;HUM
polować,polowali,0.544655301032152,V;PST;3;PL;MASC;HUM
polować,polowało,0.5482681896004772,V;PST;3;SG;NEUT
polować,polował,0.6162434555507188,V;PST;3;SG;MASC
polować,polowałyście,0.38893452952206475,V;PST;2;PL
polować,polowałyśmy,0.4192850103104748,V;PST;1;PL
polować,polowały,0.5998122173569452,V;PST;3;PL
polować,polują,0.6020849671669645,V;PRS;3;PL
polować,polujecie,0.43134965635800415,V;PRS;2;PL
polować,polujemy,0.5095684296724928,V;PRS;1;PL
polować,polujesz,0.498916856735671,V;PRS;2;SG
polować,poluję,0.48540584765985284,V;PRS;1;SG
polować,poluje,0.6288406893519057,V;PRS;3;SG
połykać,będą połykali,0.44626756102965914,V;FUT;3;PL;MASC;HUM
połykać,będą połykały,0.509861162402067,V;FUT;3;PL
połykać,będę połykała,0.49452293008326254,V;FUT;1;SG;FEM
połykać,będę połykał,0.503578220748763,V;FUT;1;SG;MASC
połykać,będziecie połykali,0.4318543162308408,V;FUT;2;PL;MASC;HUM
połykać,będziecie połykały,0.4663881853221178,V;FUT;2;PL
połykać,będziemy połykali,0.41282109031929837,V;FUT;1;PL;MASC;HUM
połykać,będziemy połykały,0.45269958599051696,V;FUT;1;PL
połykać,będzie połykała,0.4802033491373341,V;FUT;3;SG;FEM
połykać,będzie połykało,0.4598811347740899,V;FUT;3;SG;NEUT
połykać,będzie połykał,0.4918010497428067,V;FUT;3;SG;MASC
połykać,będziesz połykała,0.45705766466308195,V;FUT;2;SG;FEM
połykać,będziesz połykał,0.46867459883131835,V;FUT;2;SG;MASC
połykać,połykacie,0.5550036108554078,V;PRS;2;PL
połykać,połykają,0.6483633635670937,V;PRS;3;PL
połykać,połykałam,0.596126204901525,V;PST;1;SG;FEM
połykać,połykałaś,0.5801975177145092,V;PST;2;SG;FEM
połykać,połykała,0.6432476557911373,V;PST;3;SG;FEM
połykać,połykałem,0.6123222580411256,V;PST;1;SG;MASC
połykać,połykałeś,0.5497494535984111,V;PST;2;SG;MASC
połykać,połykaliście,0.5279575549149147,V;PST;2;PL;MASC;HUM
połykać,połykaliśmy,0.5693337743283534,V;PST;1;PL;MASC;HUM
połykać,połykali,0.5955280685800244,V;PST;3;PL;MASC;HUM
połykać,połykało,0.6428574688102762,V;PST;3;SG;NEUT
połykać,połykał,0.6536798317170225,V;PST;3;SG;MASC
połykać,połykałyście,0.5529787708004416,V;PST;2;PL
połykać,połykałyśmy,0.5902668227011122,V;PST;1;PL
połykać,połykały,0.634339839928115,V;PST;3;PL
połykać,połykam,0.6334236787547673,V;PRS;1;SG
połykać,połykamy,0.6477298251649151,V;PRS;1;PL
połykać,połykasz,0.6163000684236994,V;PRS;2;SG
połykać,połyka,0.6356958315538564,V;PRS;3;SG
pomagać,będą pomagali,0.46639296537245256,V;FUT;3;PL;MASC;HUM
pomagać,będą pomagały,0.4326799311782299,V;FUT;3;PL
pomagać,będę pomagała,0.4499569927734287,V;FUT;1;SG;FEM
pomagać,będę pomagał,0.4367557549132468,V;FUT;1;SG;MASC
pomagać,będziecie pomagali,0.39588729891071084,V;FUT;2;PL;MASC;HUM
pomagać,będziecie pomagały,0.3609551682755461,V;FUT;2;PL
pomagać,będziemy pomagali,0.3918984319705372,V;FUT;1;PL;MASC;HUM
pomagać,będziemy pomagały,0.355774002223318,V;FUT;1;PL
pomagać,będzie pomagała,0.4127604503382063,V;FUT;3;SG;FEM
pomagać,będzie pomagało,0.36454523983782283,V;FUT;3;SG;NEUT
pomagać,będzie pomagał,0.4030139479227628,V;FUT;3;SG;MASC
pomagać,będziesz pomagała,0.4031417023573828,V;FUT;2;SG;FEM
pomagać,będziesz pomagał,0.3903348217882303,V;FUT;2;SG;MASC
pomagać,pomagacie,0.5596654407704166,V;PRS;2;PL
pomagać,pomagają,0.695081212866603,V;PRS;3;PL
pomagać,pomagałam,0.6049949210736624,V;PST;1;SG;FEM
pomagać,pomagałaś,0.5148516424213238,V;PST;2;SG;FEM
pomagać,pomagała,0.6664434701036732,V;PST;3;SG;FEM
pomagać,pomagałem,0.5679121512311918,V;PST;1;SG;MASC
pomagać,pomagałeś,0.5132572867419687,V;PST;2;SG;MASC
pomagać,pomagaliście,0.5130649907707915,V;PST;2;PL;MASC;HUM
pomagać,pomagaliśmy,0.5846325947592668,V;PST;1;PL;MASC;HUM
pomagać,pomagali,0.6620518400786252,V;PST;3;PL;MASC;HUM
pomagać,pomagało,0.5570807268611052,V;PST;3;SG;NEUT
pomagać,pomagał,0.6922193510796479,V;PST;3;SG;MASC
pomagać,pomagałyście,0.41490206055980594,V;PST;2;PL
pomagać,pomagałyśmy,0.4650741113344412,V;PST;1;PL
pomagać,pomagały,0.6106397416292452,V;PST;3;PL
pomagać,pomagam,0.6116339565424035,V;PRS;1;SG
pomagać,pomagamy,0.5515610175598199,V;PRS;1;PL
pomagać,pomagasz,0.5932587485836258,V;PRS;2;SG
pomagać,pomaga,0.7027568801562418,V;PRS;3;SG
popełnić,popełnią,0.676458741619132,V;FUT;3;PL
popełnić,popełnicie,0.6217492874158119,V;FUT;2;PL
popełnić,popełnię,0.6616097544158223,V;FUT;1;SG
popełnić,popełniłam,0.665744122535012,V;PST;1;SG;FEM
popełnić,popełniłaś,0.6293898962196555,V;PST;2;SG;FEM
popełnić,popełniła,0.7022660597369111,V;PST;3;SG;FEM
popełnić,popełniłem,0.6482487851315872,V;PST;1;SG;MASC
popełnić,popełniłeś,0.5900722654535787,V;PST;2;SG;MASC
popełnić,popełniliście,0.5574125733343315,V;PST;2;PL;MASC;HUM
popełnić,popełniliśmy,0.6310990717363881,V;PST;1;PL;MASC;HUM
popełnić,popełnili,0.6887888229232888,V;PST;3;PL;MASC;HUM
popełnić,popełniło,0.6545069274542106,V;PST;3;SG;NEUT
